Date,Time,Press
3/11/2022,17:37:07,14.30
3/11/2022,17:37:12,14.30
3/11/2022,17:37:17,14.30
3/11/2022,17:37:22,14.30
3/11/2022,17:37:27,14.30
3/11/2022,17:37:32,14.30
3/11/2022,17:37:37,14.30
3/11/2022,17:37:42,14.30
3/11/2022,17:37:47,14.30
3/11/2022,17:37:52,14.30
3/11/2022,17:37:57,14.30
3/11/2022,17:38:02,14.30
3/11/2022,17:38:07,14.30
3/11/2022,17:38:12,14.30
3/11/2022,17:38:17,14.30
3/11/2022,17:38:22,14.30
3/11/2022,17:38:27,14.30
3/11/2022,17:38:32,14.30
3/11/2022,17:38:37,14.30
3/11/2022,17:38:42,14.30
3/11/2022,17:38:47,14.30
3/11/2022,17:38:52,14.30
3/11/2022,17:38:57,14.30
3/11/2022,17:39:02,14.30
3/11/2022,17:39:07,14.30
3/11/2022,17:39:12,14.30
3/11/2022,17:39:17,14.30
3/11/2022,17:39:22,14.30
3/11/2022,17:39:27,14.30
3/11/2022,17:39:32,14.30
3/11/2022,17:39:37,14.30
3/11/2022,17:39:42,14.30
3/11/2022,17:39:47,14.30
3/11/2022,17:39:52,14.30
3/11/2022,17:39:57,14.30
3/11/2022,17:40:02,14.30
3/11/2022,17:40:07,14.30
3/11/2022,17:40:12,14.30
3/11/2022,17:40:17,14.30
3/11/2022,17:40:22,14.30
3/11/2022,17:40:27,14.30
3/11/2022,17:40:32,14.30
3/11/2022,17:40:37,14.30
3/11/2022,17:40:42,14.30
3/11/2022,17:40:47,14.30
3/11/2022,17:40:52,14.30
3/11/2022,17:40:57,14.30
3/11/2022,17:41:02,14.30
3/11/2022,17:41:07,14.30
3/11/2022,17:41:12,14.30
3/11/2022,17:41:17,14.30
3/11/2022,17:41:22,14.30
3/11/2022,17:41:27,14.30
3/11/2022,17:41:32,14.30
3/11/2022,17:41:37,14.30
3/11/2022,17:41:42,14.30
3/11/2022,17:41:47,14.30
3/11/2022,17:41:52,14.30
3/11/2022,17:41:57,14.30
3/11/2022,17:42:02,14.30
3/11/2022,17:42:07,14.30
3/11/2022,17:42:12,14.30
3/11/2022,17:42:17,14.30
3/11/2022,17:42:22,14.30
3/11/2022,17:42:27,14.30
3/11/2022,17:42:32,14.30
3/11/2022,17:42:37,14.30
3/11/2022,17:42:42,14.30
3/11/2022,17:42:47,14.30
3/11/2022,17:42:52,14.30
3/11/2022,17:42:57,14.30
3/11/2022,17:43:02,14.30
3/11/2022,17:43:07,14.30
3/11/2022,17:43:12,14.30
3/11/2022,17:43:17,14.30
3/11/2022,17:43:22,14.30
3/11/2022,17:43:27,14.30
3/11/2022,17:43:32,14.30
3/11/2022,17:43:37,14.30
3/11/2022,17:43:42,14.30
3/11/2022,17:43:47,14.30
3/11/2022,17:43:52,14.30
3/11/2022,17:43:57,14.30
3/11/2022,17:44:02,14.30
3/11/2022,17:44:07,14.30
3/11/2022,17:44:12,14.30
3/11/2022,17:44:17,14.30
3/11/2022,17:44:22,14.30
3/11/2022,17:44:27,14.30
3/11/2022,17:44:32,14.30
3/11/2022,17:44:37,14.30
3/11/2022,17:44:42,14.30
3/11/2022,17:44:47,14.30
3/11/2022,17:44:52,14.30
3/11/2022,17:44:57,14.30
3/11/2022,17:45:02,14.30
3/11/2022,17:45:07,14.30
3/11/2022,17:45:12,14.30
3/11/2022,17:45:17,14.30
3/11/2022,17:45:22,14.30
3/11/2022,17:45:27,14.30
3/11/2022,17:45:32,14.30
3/11/2022,17:45:37,14.30
3/11/2022,17:45:42,14.30
3/11/2022,17:45:47,14.30
3/11/2022,17:45:52,14.30
3/11/2022,17:45:57,14.30
3/11/2022,17:46:02,14.30
3/11/2022,17:46:07,14.30
3/11/2022,17:46:12,14.30
3/11/2022,17:46:17,14.30
3/11/2022,17:46:22,14.30
3/11/2022,17:46:27,14.30
3/11/2022,17:46:32,14.30
3/11/2022,17:46:37,14.30
3/11/2022,17:46:42,14.30
3/11/2022,17:46:47,14.30
3/11/2022,17:46:52,14.30
3/11/2022,17:46:57,14.30
3/11/2022,17:47:02,14.30
3/11/2022,17:47:07,14.30
3/11/2022,17:47:12,14.30
3/11/2022,17:47:17,14.30
3/11/2022,17:47:22,14.30
3/11/2022,17:47:27,14.30
3/11/2022,17:47:32,14.30
3/11/2022,17:47:37,14.30
3/11/2022,17:47:42,14.30
3/11/2022,17:47:47,14.30
3/11/2022,17:47:52,14.30
3/11/2022,17:47:57,14.30
3/11/2022,17:48:02,14.30
3/11/2022,17:48:07,14.30
3/11/2022,17:48:12,14.30
3/11/2022,17:48:17,14.30
3/11/2022,17:48:22,14.30
3/11/2022,17:48:27,14.30
3/11/2022,17:48:32,14.30
3/11/2022,17:48:37,14.30
3/11/2022,17:48:42,14.30
3/11/2022,17:48:47,14.30
3/11/2022,17:48:52,14.30
3/11/2022,17:48:57,14.30
3/11/2022,17:49:02,14.30
3/11/2022,17:49:07,14.30
3/11/2022,17:49:12,14.30
3/11/2022,17:49:17,14.30
3/11/2022,17:49:22,14.30
3/11/2022,17:49:27,14.30
3/11/2022,17:49:32,14.30
3/11/2022,17:49:37,14.30
3/11/2022,17:49:42,14.30
3/11/2022,17:49:47,14.30
3/11/2022,17:49:52,14.30
3/11/2022,17:49:57,14.30
3/11/2022,17:50:02,14.30
3/11/2022,17:50:07,14.30
3/11/2022,17:50:12,14.30
3/11/2022,17:50:17,14.30
3/11/2022,17:50:22,14.30
3/11/2022,17:50:27,14.30
3/11/2022,17:50:32,14.30
3/11/2022,17:50:37,14.30
3/11/2022,17:50:42,14.30
3/11/2022,17:50:47,14.30
3/11/2022,17:50:52,14.30
3/11/2022,17:50:57,14.30
3/11/2022,17:51:02,14.30
3/11/2022,17:51:07,14.30
3/11/2022,17:51:12,14.30
3/11/2022,17:51:17,14.30
3/11/2022,17:51:22,14.30
3/11/2022,17:51:27,14.30
3/11/2022,17:51:32,14.30
3/11/2022,17:51:37,14.30
3/11/2022,17:51:42,14.30
3/11/2022,17:51:47,14.30
3/11/2022,17:51:52,14.30
3/11/2022,17:51:57,14.30
3/11/2022,17:52:02,14.30
3/11/2022,17:52:07,14.30
3/11/2022,17:52:12,14.30
3/11/2022,17:52:17,14.30
3/11/2022,17:52:22,14.30
3/11/2022,17:52:27,14.30
3/11/2022,17:52:32,14.30
3/11/2022,17:52:37,14.30
3/11/2022,17:52:42,14.30
3/11/2022,17:52:47,14.30
3/11/2022,17:52:52,14.30
3/11/2022,17:52:57,14.30
3/11/2022,17:53:02,14.30
3/11/2022,17:53:07,14.30
3/11/2022,17:53:12,14.30
3/11/2022,17:53:17,14.30
3/11/2022,17:53:22,14.30
3/11/2022,17:53:27,14.30
3/11/2022,17:53:32,14.30
3/11/2022,17:53:37,14.30
3/11/2022,17:53:42,14.30
3/11/2022,17:53:47,14.30
3/11/2022,17:53:52,14.30
3/11/2022,17:53:57,14.30
3/11/2022,17:54:02,14.30
3/11/2022,17:54:07,14.30
3/11/2022,17:54:12,14.30
3/11/2022,17:54:17,14.30
3/11/2022,17:54:22,14.30
3/11/2022,17:54:27,14.30
3/11/2022,17:54:32,14.30
3/11/2022,17:54:37,14.30
3/11/2022,17:54:42,14.30
3/11/2022,17:54:47,14.30
3/11/2022,17:54:52,14.30
3/11/2022,17:54:57,14.30
3/11/2022,17:55:02,14.30
3/11/2022,17:55:07,14.30
3/11/2022,17:55:12,14.30
3/11/2022,17:55:17,14.30
3/11/2022,17:55:22,14.30
3/11/2022,17:55:27,14.30
3/11/2022,17:55:32,14.30
3/11/2022,17:55:37,14.30
3/11/2022,17:55:42,14.30
3/11/2022,17:55:47,14.30
3/11/2022,17:55:52,14.30
3/11/2022,17:55:57,14.30
3/11/2022,17:56:02,14.30
3/11/2022,17:56:07,14.30
3/11/2022,17:56:12,14.30
3/11/2022,17:56:17,14.30
3/11/2022,17:56:22,14.30
3/11/2022,17:56:27,14.30
3/11/2022,17:56:32,14.30
3/11/2022,17:56:37,14.30
3/11/2022,17:56:42,14.30
3/11/2022,17:56:47,14.30
3/11/2022,17:56:52,14.30
3/11/2022,17:56:57,14.30
3/11/2022,17:57:02,14.30
3/11/2022,17:57:07,14.30
3/11/2022,17:57:12,14.30
3/11/2022,17:57:17,14.30
3/11/2022,17:57:22,14.30
3/11/2022,17:57:27,14.30
3/11/2022,17:57:32,14.30
3/11/2022,17:57:37,14.30
3/11/2022,17:57:42,14.30
3/11/2022,17:57:47,14.30
3/11/2022,17:57:52,14.30
3/11/2022,17:57:57,14.30
3/11/2022,17:58:02,14.30
3/11/2022,17:58:07,14.30
3/11/2022,17:58:12,14.30
3/11/2022,17:58:17,14.30
3/11/2022,17:58:22,14.30
3/11/2022,17:58:27,14.30
3/11/2022,17:58:32,14.30
3/11/2022,17:58:37,14.30
3/11/2022,17:58:42,14.30
3/11/2022,17:58:47,14.30
3/11/2022,17:58:52,14.30
3/11/2022,17:58:57,14.30
3/11/2022,17:59:02,14.30
3/11/2022,17:59:07,14.30
3/11/2022,17:59:12,14.30
3/11/2022,17:59:17,14.30
3/11/2022,17:59:22,14.30
3/11/2022,17:59:27,14.30
3/11/2022,17:59:32,14.30
3/11/2022,17:59:37,14.30
3/11/2022,17:59:42,14.30
3/11/2022,17:59:47,14.30
3/11/2022,17:59:52,14.30
3/11/2022,17:59:57,14.30
3/11/2022,18:00:02,14.30
3/11/2022,18:00:07,14.30
3/11/2022,18:00:12,14.30
3/11/2022,18:00:17,14.30
3/11/2022,18:00:22,14.30
3/11/2022,18:00:27,14.30
3/11/2022,18:00:32,14.30
3/11/2022,18:00:37,14.30
3/11/2022,18:00:42,14.30
3/11/2022,18:00:47,14.30
3/11/2022,18:00:52,14.30
3/11/2022,18:00:57,14.30
3/11/2022,18:01:02,14.30
3/11/2022,18:01:07,14.30
3/11/2022,18:01:12,14.30
3/11/2022,18:01:17,14.30
3/11/2022,18:01:22,14.30
3/11/2022,18:01:27,14.30
3/11/2022,18:01:32,14.30
3/11/2022,18:01:37,14.30
3/11/2022,18:01:42,14.30
3/11/2022,18:01:47,14.30
3/11/2022,18:01:52,14.30
3/11/2022,18:01:57,14.30
3/11/2022,18:02:02,14.30
3/11/2022,18:02:07,14.30
3/11/2022,18:02:12,14.30
3/11/2022,18:02:17,14.30
3/11/2022,18:02:22,14.30
3/11/2022,18:02:27,14.30
3/11/2022,18:02:32,14.30
3/11/2022,18:02:37,14.30
3/11/2022,18:02:42,14.30
3/11/2022,18:02:47,14.30
3/11/2022,18:02:52,14.30
3/11/2022,18:02:57,14.30
3/11/2022,18:03:02,14.30
3/11/2022,18:03:07,14.30
3/11/2022,18:03:12,14.30
3/11/2022,18:03:17,14.30
3/11/2022,18:03:22,14.30
3/11/2022,18:03:27,14.30
3/11/2022,18:03:32,14.30
3/11/2022,18:03:37,14.30
3/11/2022,18:03:42,14.30
3/11/2022,18:03:47,14.30
3/11/2022,18:03:52,14.30
3/11/2022,18:03:57,14.30
3/11/2022,18:04:02,14.30
3/11/2022,18:04:07,14.30
3/11/2022,18:04:12,14.30
3/11/2022,18:04:17,14.30
3/11/2022,18:04:22,14.30
3/11/2022,18:04:27,14.30
3/11/2022,18:04:32,14.30
3/11/2022,18:04:37,14.30
3/11/2022,18:04:42,14.30
3/11/2022,18:04:47,14.30
3/11/2022,18:04:52,14.30
3/11/2022,18:04:57,14.30
3/11/2022,18:05:02,14.30
3/11/2022,18:05:07,14.30
3/11/2022,18:05:12,14.30
3/11/2022,18:05:17,14.30
3/11/2022,18:05:22,14.30
3/11/2022,18:05:27,14.30
3/11/2022,18:05:32,14.30
3/11/2022,18:05:37,14.30
3/11/2022,18:05:42,14.30
3/11/2022,18:05:47,14.30
3/11/2022,18:05:52,14.30
3/11/2022,18:05:57,14.30
3/11/2022,18:06:02,14.30
3/11/2022,18:06:07,14.30
3/11/2022,18:06:12,14.30
3/11/2022,18:06:17,14.30
3/11/2022,18:06:22,14.30
3/11/2022,18:06:27,14.30
3/11/2022,18:06:32,14.30
3/11/2022,18:06:37,14.30
3/11/2022,18:06:42,14.30
3/11/2022,18:06:47,14.30
3/11/2022,18:06:52,14.30
3/11/2022,18:06:57,14.30
3/11/2022,18:07:02,14.30
3/11/2022,18:07:07,14.30
3/11/2022,18:07:12,14.30
3/11/2022,18:07:17,14.30
3/11/2022,18:07:22,14.30
3/11/2022,18:07:27,14.30
3/11/2022,18:07:32,14.30
3/11/2022,18:07:37,14.30
3/11/2022,18:07:42,14.30
3/11/2022,18:07:47,14.30
3/11/2022,18:07:52,14.30
3/11/2022,18:07:57,14.30
3/11/2022,18:08:02,14.30
3/11/2022,18:08:07,14.30
3/11/2022,18:08:12,14.30
3/11/2022,18:08:17,14.30
3/11/2022,18:08:22,14.30
3/11/2022,18:08:27,14.30
3/11/2022,18:08:32,14.30
3/11/2022,18:08:37,14.30
3/11/2022,18:08:42,14.30
3/11/2022,18:08:47,14.30
3/11/2022,18:08:52,14.30
3/11/2022,18:08:57,14.30
3/11/2022,18:09:02,14.30
3/11/2022,18:09:07,14.30
3/11/2022,18:09:12,14.30
3/11/2022,18:09:17,14.30
3/11/2022,18:09:22,14.30
3/11/2022,18:09:27,14.30
3/11/2022,18:09:32,14.30
3/11/2022,18:09:37,14.30
3/11/2022,18:09:42,14.30
3/11/2022,18:09:47,14.30
3/11/2022,18:09:52,14.30
3/11/2022,18:09:57,14.30
3/11/2022,18:10:02,14.30
3/11/2022,18:10:07,14.30
3/11/2022,18:10:12,14.30
3/11/2022,18:10:17,14.30
3/11/2022,18:10:22,14.30
3/11/2022,18:10:27,14.30
3/11/2022,18:10:32,14.30
3/11/2022,18:10:37,14.30
3/11/2022,18:10:42,14.30
3/11/2022,18:10:47,14.30
3/11/2022,18:10:52,14.30
3/11/2022,18:10:57,14.30
3/11/2022,18:11:02,14.30
3/11/2022,18:11:07,14.30
3/11/2022,18:11:12,14.30
3/11/2022,18:11:17,14.30
3/11/2022,18:11:22,14.30
3/11/2022,18:11:27,14.30
3/11/2022,18:11:32,14.30
3/11/2022,18:11:37,14.30
3/11/2022,18:11:42,14.30
3/11/2022,18:11:47,14.30
3/11/2022,18:11:52,14.30
3/11/2022,18:11:57,14.30
3/11/2022,18:12:02,14.30
3/11/2022,18:12:07,14.30
3/11/2022,18:12:12,14.30
3/11/2022,18:12:17,14.30
3/11/2022,18:12:22,14.30
3/11/2022,18:12:27,14.30
3/11/2022,18:12:32,14.30
3/11/2022,18:12:37,14.30
3/11/2022,18:12:42,14.30
3/11/2022,18:12:47,14.30
3/11/2022,18:12:52,14.30
3/11/2022,18:12:57,14.30
3/11/2022,18:13:02,14.30
3/11/2022,18:13:07,14.30
3/11/2022,18:13:12,14.30
3/11/2022,18:13:17,14.30
3/11/2022,18:13:22,14.30
3/11/2022,18:13:27,14.30
3/11/2022,18:13:32,14.30
3/11/2022,18:13:37,14.30
3/11/2022,18:13:42,14.30
3/11/2022,18:13:47,14.30
3/11/2022,18:13:52,14.30
3/11/2022,18:13:57,14.30
3/11/2022,18:14:02,14.30
3/11/2022,18:14:07,14.30
3/11/2022,18:14:12,14.30
3/11/2022,18:14:17,14.30
3/11/2022,18:14:22,14.30
3/11/2022,18:14:27,14.30
3/11/2022,18:14:32,14.30
3/11/2022,18:14:37,14.30
3/11/2022,18:14:42,14.30
3/11/2022,18:14:47,14.30
3/11/2022,18:14:52,14.30
3/11/2022,18:14:57,14.30
3/11/2022,18:15:02,14.30
3/11/2022,18:15:07,14.30
3/11/2022,18:15:12,14.30
3/11/2022,18:15:17,14.30
3/11/2022,18:15:22,14.30
3/11/2022,18:15:27,14.30
